user_influence,network,metric_type,metric_value,readability,multimedia_presence,reach,longevity
0.1127,1,1,0.0040,45.42,0,837,5
0.1126,1,1,0.0040,22.07,1,3857,1
0.0616,1,1,0.0075,69.28,0,14329,2
0.1133,1,1,0.0075,56.62,0,1377,2
0.1197,1,1,0.0046,75.71,0,12624,11
0.1125,1,1,0.0040,59.8,0,158,3
0.1104,1,1,0.0040,52.87,0,1018,6
0.1129,1,1,0.0040,64.04,0,2168,8
0.1197,1,1,0.0052,75.71,0,12492,11
0.1199,1,1,0.0046,91.61,0,7828,9
0.3179,1,1,0.0087,84.68,0,2510275,3
0.1144,1,1,0.0046,33.07,0,5225,5
0.1040,1,1,0.0058,60.31,0,4209,2
0.1150,1,1,0.0081,33.07,0,20380,5
0.1139,1,1,0.0063,63.86,0,5141,6
0.1127,1,1,0.0069,41.7,0,4464,6
0.1135,1,1,0.0058,87.72,0,1263,5
0.1072,1,1,0.0046,94.15,0,954,3
0.0742,1,1,0.0087,76.72,0,16732,3
0.1078,1,1,0.0046,67.76,0,352,1
0.1146,1,1,0.0040,68.77,0,2685,4
0.1195,1,1,0.0040,75.71,0,8452,11
0.1131,1,1,0.0046,58.62,0,2322,6
0.1109,1,1,0.0046,47.45,0,1536,4
0.1138,1,1,0.0040,50.84,0,6912,7
0.1104,1,1,0.0040,73.17,0,2492,3
0.1088,1,1,0.0046,49.15,0,9192,7
0.1124,1,1,0.0052,67.76,0,181,2
0.1132,1,1,0.0040,87.72,0,19389,1
0.1140,1,1,0.0046,57.61,0,26330,4
0.1129,1,1,0.0058,69.28,0,725,7
0.1164,1,1,0.0046,63.02,0,4123,11
0.1123,1,1,0.0052,43.73,0,3931,3
0.1139,1,1,0.0063,49.99,0,4911,6
0.0636,1,1,0.0052,60.82,0,2122,3
0.1125,1,1,0.0052,67.76,0,955,2
0.1135,1,1,0.0063,56.62,0,4139,2
0.1195,1,1,0.0063,75.71,0,8077,11
0.0929,1,1,0.0052,97.2,0,1168,2
0.1086,1,1,0.0092,60.82,0,12636,3
0.1187,1,1,0.0040,38.32,0,6271,10
0.1125,1,1,0.0058,60.31,0,635,1
0.1131,1,1,0.0040,54.56,0,1026,3
0.1003,1,1,0.0069,49.99,0,1639,2
0.1124,1,1,0.0046,-3.32,1,1550,1
0.1129,1,1,0.0040,40.69,0,1475,5
0.1176,1,1,0.0040,49.15,0,5178,7
0.1139,1,1,0.0040,23.43,1,10451,6
0.1135,1,1,0.0046,96.18,0,2255,5
0.1127,1,1,0.0046,83.15,0,4942,3
0.1133,1,1,0.0040,56.62,0,1203,2
0.1125,1,1,0.0058,59.8,0,579,4
0.1149,1,1,0.0046,50.16,0,2838,2
0.1124,1,1,0.0052,92.63,0,1328,2
0.1149,1,1,0.0058,50.16,0,2742,2
0.1130,1,1,0.0058,69.28,0,2257,7
0.1036,1,1,0.0046,69.28,0,610,5
0.1141,1,1,0.0069,34.26,0,6678,3
0.1151,1,1,0.0040,50.16,0,6963,2
0.0824,1,1,0.0040,55.58,0,29157,3
0.1070,1,1,0.0069,34.26,0,6289,3
0.1080,1,1,0.0046,50.84,0,1451,7
0.1145,1,1,0.0138,56.59,0,2502,10
0.1134,1,1,0.0052,39.67,0,6212,5
0.1128,1,1,0.0040,60.31,0,6265,6
0.0612,1,1,0.0052,57.61,0,4667,2
0.1132,1,1,0.0046,72.5,0,3090,5
0.1133,1,1,0.0063,61.83,0,2045,5
0.1138,1,1,0.0058,49.99,0,2198,6
0.1127,1,1,0.0040,28.84,1,6423,1
0.0999,1,1,0.0058,56.59,0,10703,3
0.1125,1,1,0.0040,2.44,0,254,4
0.1076,1,1,0.0150,68.77,0,1547,2
0.0818,1,1,0.0046,68.77,0,3378,4
0.1144,1,1,0.0058,34.26,0,13242,3
0.1147,1,1,0.0098,68.77,0,4006,4
0.1125,1,1,0.0081,69.28,0,1746,7
0.1147,1,1,0.0040,33.07,0,12271,5
0.1137,1,1,0.0063,63.86,0,1565,6
0.1138,1,1,0.0040,43.73,0,3446,3
0.1151,1,1,0.0063,84.17,0,4689,8
0.1130,1,1,0.0075,55.58,0,3190,3
0.1143,1,1,0.0069,68.77,0,2130,5
0.1048,1,1,0.0040,49.99,0,1827,6
0.1129,1,1,0.0046,71.48,0,658,3
0.1133,1,1,0.0040,60.82,0,1379,3
0.1169,1,1,0.0046,84.17,0,44783,8
0.1126,1,1,0.0040,48.13,0,779,1
0.1134,1,1,0.0052,-3.32,0,3788,6
0.1132,1,1,0.0098,29.52,0,10068,3
0.1089,1,1,0.0040,71.82,0,2380,3
0.1098,1,1,0.0046,68.77,0,20807,4
0.1052,1,1,0.0063,96.18,0,15296,5
0.1144,1,1,0.0069,29.52,0,36223,3
0.0860,1,1,0.0046,76.72,0,1704,4
0.1132,1,1,0.0040,60.82,0,957,3
0.1197,1,1,0.0058,75.71,0,12440,11
0.1204,1,1,0.0092,57.61,0,518539,1
0.0864,1,1,0.0058,49.15,0,1595,4
0.1015,1,1,0.0075,43.73,0,2255,3
0.1132,1,1,0.0052,72.5,0,2953,5
0.1199,1,1,0.0046,91.61,0,7742,9
0.1195,1,1,0.0046,75.71,0,8691,11
0.1144,1,1,0.0098,43.73,0,17134,3
0.1146,1,1,0.0046,68.77,0,2885,4
0.1128,1,1,0.0040,65.05,0,5677,6
0.1195,1,1,0.0075,75.71,0,8703,11
0.1142,1,1,0.0098,68.77,0,2058,5
0.1125,1,1,0.0040,37.3,0,1042,3
0.0892,1,1,0.0127,84.17,0,2053,9
0.1065,1,1,0.0046,47.12,0,20416,7
0.1129,1,1,0.0040,29.52,0,3072,3
0.1129,1,1,0.0063,68.77,0,3311,5
0.1110,1,1,0.0040,68.77,0,454,3
0.1129,1,1,0.0040,79.97,0,906,7
0.1223,1,1,0.0087,47.12,0,213248,7
0.1127,1,1,0.0046,47.12,0,1255,7
0.1125,1,1,0.0052,58.28,1,2735,2
0.1128,1,1,0.0046,11.58,1,669,3
0.1054,1,1,0.0052,17.34,0,852,2
0.1175,1,1,0.0040,80.58,0,5260,7
0.1229,1,1,0.0075,96.48,0,255710,6
0.1148,1,1,0.0058,68.77,0,6711,4
0.1126,1,1,0.0046,71.82,0,2532,2
0.1127,1,1,0.0046,74.19,1,1295,4
0.1151,1,1,0.0046,50.16,0,8768,2
0.1149,1,1,0.0040,50.16,0,3282,2
0.1681,1,1,0.0040,68.77,0,72839,6
0.1128,1,1,0.0081,48.13,0,4585,1
0.1158,1,1,0.0081,35.27,0,4790,8
0.1136,1,1,0.0040,96.18,0,2895,5
0.1126,1,1,0.0040,63.05,0,2744,4
0.1081,1,1,0.0098,71.48,0,2759,3
0.1133,1,1,0.0063,61.83,0,2061,5
0.0984,1,1,0.0069,42.38,1,36962,1
0.1134,1,1,0.0075,11.58,1,12858,3
0.1093,1,1,0.0046,50.16,0,2869,2
0.1136,1,1,0.0046,96.18,0,4019,5
0.0747,1,1,0.0098,39.67,0,20627,2
0.1141,1,1,0.0046,67.76,0,17819,8
0.1187,1,1,0.0040,38.32,0,6296,10
0.1101,1,1,0.0110,71.48,0,1264,3
0.1134,1,1,0.0052,56.62,0,2851,2
0.1500,1,1,0.0121,57.61,0,253891,2
0.1127,1,1,0.0069,83.66,0,325,4
0.1080,1,1,0.0069,50.16,0,35734,6
0.1180,1,1,0.0075,75.71,0,7163,11
0.1130,1,1,0.0052,64.04,0,690,8
0.1145,1,1,0.0081,68.77,0,7682,5
0.1130,1,1,0.0046,96.48,0,4977,6
0.1088,1,1,0.0040,71.82,0,1112,5
0.1127,1,1,0.0058,60.82,0,1053,4
0.1178,1,1,0.0046,49.15,0,10622,7
0.1180,1,1,0.0040,35.27,0,122619,2
0.1045,1,1,0.0052,33.07,0,4867,5
0.1356,1,1,0.0052,85.18,0,54612,4
0.1146,1,1,0.0115,38.32,0,10187,10
0.1151,1,1,0.0040,50.16,0,7599,2
0.1056,1,1,0.0052,72.53,0,4298,3
0.0938,1,1,0.0161,60.82,0,9935,2
0.1123,1,1,0.0069,68.77,0,89526,4
0.1091,1,1,0.0052,50.16,0,3858,2
0.1098,1,1,0.0040,67.08,0,7500,4
0.1195,1,1,0.0087,75.71,0,9306,11
0.1130,1,1,0.0052,55.58,0,1177,3
0.1149,1,1,0.0040,50.16,0,2906,2
0.1176,1,1,0.0046,49.15,0,5876,7
0.1169,1,1,0.0040,35.44,0,8678,7
0.1176,1,1,0.0063,49.15,0,6717,7
0.1023,1,1,0.0058,77.23,0,60928,5
0.1129,1,1,0.0046,13.95,1,806,4
0.1152,1,1,0.0040,68.77,0,15178,4
0.1200,1,1,0.0040,91.61,0,9226,9
0.1149,1,1,0.0040,50.16,0,3062,2
0.1136,1,1,0.0069,50.84,0,1471,7
0.1146,1,1,0.0040,68.77,0,2964,4
0.1125,1,1,0.0058,29.52,1,2993,2
0.1128,1,1,0.0081,57.61,0,7723,5
0.1129,1,1,0.0052,13.95,1,598,4
0.1125,1,1,0.0058,33.24,0,1204,5
0.1040,1,1,0.0075,50.16,0,562,4
0.1130,1,1,0.0081,55.58,0,1487,3
0.1096,1,1,0.0058,25.8,0,1196,6
0.1128,1,1,0.0040,58.62,0,526,8
0.1146,1,1,0.0040,68.77,0,2990,4
0.1128,1,1,0.0121,49.15,0,7718,2
0.1040,1,1,0.0046,50.16,0,3165,2
0.1098,1,1,0.0063,72.53,0,347,3
0.1194,1,1,0.0040,75.71,0,6993,11
0.1146,1,1,0.0046,68.77,0,2982,4
0.1196,1,1,0.0063,75.71,0,10221,11
0.1145,1,1,0.0063,56.59,0,2943,10
0.1126,1,1,0.0069,36.45,1,3893,2
0.1029,1,1,0.0040,50.16,0,10410,2
0.1021,1,1,0.0075,58.28,1,2726,2
0.2705,1,1,0.0144,50.16,0,1915288,6
0.1121,1,1,0.0115,60.82,0,4253,4
0.1106,1,1,0.0138,28.84,1,934,1
0.1125,1,1,0.0052,69.79,0,889,3
0.1130,1,1,0.0040,84.17,0,10323,1
0.1146,1,1,0.0046,68.77,0,2625,4
0.1199,1,1,0.0052,91.61,0,7485,9
0.1131,1,1,0.0046,58.62,0,1876,6
0.1129,1,1,0.0040,71.48,0,648,3
0.0634,1,1,0.0040,68.1,0,3850,6
0.1091,1,1,0.0052,88.43,0,1087,4
0.1129,1,1,0.0052,13.95,1,1336,4
0.1123,1,1,0.0046,63.02,0,35848,11
0.1129,1,1,0.0040,69.28,0,9448,4
0.1155,1,1,0.0092,50.16,0,16264,2
0.1114,1,1,0.0069,50.16,0,6200,2
0.1144,1,1,0.0046,33.07,0,6396,5
0.1167,1,1,0.0046,35.44,0,4628,7
0.1052,1,1,0.0058,45.42,0,694,5
0.1175,1,1,0.0104,75.71,0,16160,11
0.1130,1,1,0.0052,41.7,0,1800,4
0.1128,1,1,0.0040,47.79,0,584,3
0.0957,1,1,0.0098,57.61,0,17444,5
0.1194,1,1,0.0063,75.71,0,6997,11
0.1149,1,1,0.0052,50.16,0,4150,2
0.1121,1,1,0.0127,55.58,0,6264,6
0.1195,1,1,0.0040,75.71,0,9646,11
0.1124,1,1,0.0046,55.24,1,665,2
0.0915,1,1,0.0040,41.7,0,3397,6
0.1134,1,1,0.0046,67.76,0,1766,8
0.0992,1,1,0.0046,80.28,0,351,5
0.1132,1,1,0.0040,58.62,0,3348,6
0.1132,1,1,0.0063,72.5,0,3395,5
0.1130,1,1,0.0040,58.62,0,5149,8
0.1176,1,1,0.0040,49.15,0,5879,7
0.1141,1,1,0.0040,66.07,0,20921,7
0.1126,1,1,0.0058,83.15,0,2447,6
0.1149,1,1,0.0046,50.84,0,31197,7
0.1134,1,1,0.0040,69.28,0,1579,7
0.1125,1,1,0.0058,72.5,0,997,3
0.1124,1,1,0.0092,64.04,0,985,2
0.1126,1,1,0.0081,42.38,1,3436,2
0.1127,1,1,0.0063,40.72,1,546,2
0.0892,1,1,0.0069,7.18,1,131994,4
0.1132,1,1,0.0052,90.77,0,9458,9
0.1116,1,1,0.0104,97.2,0,2100,2
0.1049,1,1,0.0098,41.7,0,5837,4
0.1158,1,1,0.0040,35.27,0,3836,8
0.1089,1,1,0.0075,72.5,0,29446,5
0.1124,1,1,0.0058,68.77,0,292,1
0.1178,1,1,0.0092,49.15,0,9876,7
0.1195,1,1,0.0046,52.19,0,8206,7
0.1125,1,1,0.0046,56.59,0,2079,1
0.1131,1,1,0.0040,72.5,0,1363,5
0.0956,1,1,0.0087,29.52,0,47760,3
0.1103,1,1,0.0040,76.72,0,761,3
0.1158,1,1,0.0040,35.27,0,3830,8
0.1125,1,1,0.0087,36.45,1,1828,2
0.1153,1,1,0.0040,68.77,0,18446,4
0.0996,1,1,0.0046,64.07,0,951,2
0.1173,1,1,0.0040,91.61,0,9009,9
0.1098,1,1,0.0069,48.13,0,1622,3
0.1131,1,1,0.0040,41.36,0,4756,5
0.1124,1,1,0.0040,58.28,1,674,2
0.1077,1,1,0.0058,37.3,0,621,3
0.1138,1,1,0.0046,34.26,0,1651,3
0.1008,1,1,0.0040,53.88,1,1252,1
0.1125,1,1,0.0087,53.55,0,1938,3
0.1130,1,1,0.0063,68.77,0,2774,4
0.1575,1,1,0.0075,66.07,0,72260,2
0.1146,1,1,0.0063,68.77,0,3167,4
0.0884,1,1,0.0092,60.31,0,10268,3
0.1153,1,1,0.0046,50.16,0,11384,2
0.1041,1,1,0.0046,43.39,1,5923,1
0.1125,1,1,0.0046,88.02,0,875,3
0.0978,1,1,0.0040,83.15,0,2052,3
0.1659,1,1,0.0040,24.44,1,13711,1
0.1063,1,1,0.0092,89.04,0,1705,4
0.1152,1,1,0.0052,50.16,0,9955,2
0.1188,1,1,0.0058,38.32,0,7795,10
0.1016,1,1,0.0052,39.67,0,8558,5
0.1128,1,1,0.0040,56.59,0,7285,3
0.1195,1,1,0.0046,75.71,0,8195,11
0.1128,1,1,0.0046,45.42,0,1044,5
0.0820,1,1,0.0040,58.62,0,3999,6
0.1129,1,1,0.0046,75.2,0,2511,5
0.0941,1,1,0.0046,59.8,0,2693,4
0.1150,1,1,0.0046,68.77,0,11081,4
0.1150,1,1,0.0040,84.17,0,2634,8
0.1087,1,1,0.0058,56.62,0,1692,2
0.1149,1,1,0.0046,50.16,0,3362,2
0.1131,1,1,0.0052,54.56,0,2077,3
0.0525,1,1,0.0219,63.02,0,29319,6
0.1132,1,1,0.0040,66.07,0,1777,7
0.1114,1,1,0.0046,33.24,0,724,2
0.0906,1,1,0.0040,69.28,0,844,4
0.1041,1,1,0.0046,60.82,0,5127,9
0.1126,1,1,0.0058,107.01,0,2371,4
0.1197,1,1,0.0046,75.71,0,13720,11
0.1143,1,1,0.0040,68.77,0,2078,5
0.1149,1,1,0.0040,50.16,0,3070,2
0.1136,1,1,0.0040,39.67,0,2887,6
0.1143,1,1,0.0040,33.07,0,3455,5
0.1131,1,1,0.0040,72.5,0,889,5
0.1162,1,1,0.0058,68.77,0,39085,4
0.1138,1,1,0.0040,96.18,0,7388,5
0.1104,1,1,0.0040,68.44,0,869,5
0.1134,1,1,0.0063,56.62,0,1681,2
0.1078,1,1,0.0087,69.28,0,346,1
0.1127,1,1,0.0063,53.37,0,1422,3
0.1130,1,1,0.0046,69.28,0,2497,7
0.1129,1,1,0.0046,71.48,0,626,3
0.1133,1,1,0.0058,68.77,0,4390,4
0.0943,1,1,0.0046,75.2,0,1362,5
0.1129,1,1,0.0058,71.48,0,589,3
0.1150,1,1,0.0046,50.16,0,4956,2
0.1195,1,1,0.0058,75.71,0,9498,11
0.1132,1,1,0.0127,49.99,0,10198,6
0.0919,1,1,0.0052,28.5,1,5329,1
0.0980,1,1,0.0081,68.77,0,1530,2
0.1158,1,1,0.0052,35.27,0,3532,8
0.1121,1,1,0.0040,69.45,0,1852,6
0.1125,1,1,0.0040,82.51,0,716,3
0.1179,1,1,0.0058,49.15,0,13854,7
0.1128,1,1,0.0092,47.12,0,1123,7
0.1136,1,1,0.0046,56.62,0,6756,2
0.0888,1,1,0.0352,35.27,0,34204,2
0.1146,1,1,0.0046,68.77,0,3510,4
0.1133,1,1,0.0058,60.82,0,1974,3
0.1147,1,1,0.0052,68.77,0,5029,4
0.1187,1,1,0.0040,38.32,0,6857,10
0.1132,1,1,0.0058,65.05,0,6986,10
0.1138,1,1,0.0144,49.99,0,2112,6
0.1146,1,1,0.0040,68.77,0,3373,4
0.1125,1,1,0.0046,99.57,0,666,4
0.1194,1,1,0.0040,75.71,0,7147,11
0.1136,1,1,0.0040,96.18,0,2973,5
0.1194,1,1,0.0081,75.71,0,7040,11
0.1126,1,1,0.0058,7.18,1,533,4
0.1125,1,1,0.0040,69.45,0,1055,2
0.1151,1,1,0.0040,56.59,0,3484,11
0.1131,1,1,0.0058,52.87,0,995,6
0.1149,1,1,0.0052,50.16,0,3375,2
0.1131,1,1,0.0040,58.62,0,748,6
0.0887,1,1,0.0046,68.77,0,715,3
0.1149,1,1,0.0040,50.16,0,2589,2
0.1124,1,1,0.0058,26.81,0,527,3
0.1195,1,1,0.0046,75.71,0,8626,11
0.0987,1,1,0.0052,76.72,0,619,3
0.1125,1,1,0.0075,55.91,0,1263,3
0.1055,1,1,0.0046,58.62,0,2870,6
0.1127,1,1,0.0040,77.91,0,1603,5
0.1048,1,1,0.0058,49.99,0,1489,6
0.1149,1,1,0.0075,50.16,0,3071,2
0.1135,1,1,0.0040,87.72,0,1101,5
0.1124,1,1,0.0046,77.91,0,621,2
0.1130,1,1,0.0046,40.69,0,2060,5
0.0868,1,1,0.0087,41.7,0,1183,2
0.1176,1,1,0.0052,80.58,0,6117,7
0.1130,1,1,0.0052,69.28,0,1890,7
0.1131,1,1,0.0040,54.56,0,1575,3
0.1134,1,1,0.0058,58.62,0,8101,6
0.1143,1,1,0.0069,68.77,0,3273,5
0.1126,1,1,0.0046,60.31,0,1337,3
0.1136,1,1,0.0075,96.18,0,4075,5
0.1132,1,1,0.0052,55.58,0,2302,5
0.1149,1,1,0.0069,50.16,0,2540,2
0.1128,1,1,0.0058,60.82,0,3665,4
0.1058,1,1,0.0075,57.27,1,5102,4
0.0884,1,1,0.0046,63.7,0,14319,2
0.0723,1,1,0.0300,23.09,1,11258,1
0.1127,1,1,0.0040,27.83,0,3545,2
0.1131,1,1,0.0087,85.36,0,13881,3
0.1142,1,1,0.0052,33.07,0,2113,5
0.1153,1,1,0.0046,56.59,0,7038,11
0.1127,1,1,0.0069,58.28,1,6534,2
0.1129,1,1,0.0063,64.04,0,1753,8
0.1194,1,1,0.0052,75.71,0,7430,11
0.1150,1,1,0.0063,50.16,0,4820,2
0.1148,1,1,0.0058,68.77,0,7703,4
0.1142,1,1,0.0058,33.07,0,2567,5
0.1131,1,1,0.0040,54.56,0,1940,3
0.1142,1,1,0.0069,33.07,0,2119,5
0.1129,1,1,0.0063,60.31,0,7146,4
0.1129,1,1,0.0075,79.97,0,746,7
0.1107,1,1,0.0040,52.36,0,11273,11
0.1176,1,1,0.0052,49.15,0,5141,7
0.1187,1,1,0.0087,38.32,0,6651,10
0.1127,1,1,0.0040,83.15,0,3686,3
0.1125,1,1,0.0040,35.27,0,894,5
0.1085,1,1,0.0040,57.61,0,1437,2
0.0933,1,1,0.0040,84.17,0,4786,1
0.1129,1,1,0.0040,25.8,0,713,6
0.0699,1,1,0.0104,99.57,0,20758,3
0.1131,1,1,0.0046,72.5,0,1464,5
0.1189,1,1,0.0075,38.32,0,9913,10
0.1468,1,1,0.0058,84.17,0,10054,8
0.1170,1,1,0.0046,56.59,0,10836,10
0.0984,1,1,0.0040,57.61,1,1419,3
0.1126,1,1,0.0046,80.28,0,1042,5
0.1131,1,1,0.0063,71.48,0,4913,3
0.1013,1,1,0.0081,57.61,0,601,3
0.1114,1,1,0.0069,49.15,0,5703,7
0.1134,1,1,0.0092,67.76,0,2603,8
0.0761,1,1,0.0138,96.18,0,13273,5
0.1127,1,1,0.0040,48.13,0,3037,1
0.1188,1,1,0.0058,38.32,0,7989,10
0.1096,1,1,0.0063,40.72,1,55184,2
0.1196,1,1,0.0046,75.71,0,10079,11
0.1158,1,1,0.0040,35.27,0,4193,8
0.1138,1,1,0.0040,74.56,0,4170,7
0.1143,1,1,0.0040,68.77,0,3460,5
0.1136,1,1,0.0058,71.48,0,16128,3
0.1138,1,1,0.0052,49.99,0,1887,6
0.1066,1,1,0.0046,54.56,0,2698,3
0.1146,1,1,0.0063,68.77,0,2198,4
0.1129,1,1,0.0138,79.97,0,1301,7
0.1142,1,1,0.0040,68.77,0,2006,5
0.1138,1,1,0.0040,56.62,0,10654,2
0.1079,1,1,0.0040,48.47,1,2838,3
0.1129,1,1,0.0063,41.7,0,1069,4
0.1130,1,1,0.0040,71.48,0,1572,3
0.1137,1,1,0.0040,63.02,0,9622,10
0.1130,1,1,0.0069,56.42,1,14250,1
0.0552,1,1,0.0052,57.61,0,21282,3
0.1187,1,1,0.0052,38.32,0,6140,10
0.1158,1,1,0.0046,35.27,0,3517,8
0.1132,1,1,0.0092,60.82,0,940,3
0.1021,1,1,0.0040,43.73,0,2549,3
0.1061,1,1,0.0081,49.99,0,2598,6
0.1133,1,1,0.0075,56.62,0,1450,2
0.1080,1,1,0.0046,80.58,0,6600,7
0.0986,1,1,0.0052,47.15,0,14004,2
0.1110,1,1,0.0040,56.59,0,62,2
0.1131,1,1,0.0058,71.48,0,3370,3
0.1126,1,1,0.0052,63.05,0,2218,4
0.1098,1,1,0.0081,41.7,0,782,4
0.0951,1,1,0.0052,32.22,0,747,3
0.1137,1,1,0.0069,50.84,0,3179,7
0.1124,1,1,0.0069,69.45,0,345,2
0.1149,1,1,0.0046,50.16,0,4170,2
0.1125,1,1,0.0063,51.85,1,1182,2
0.1000,1,1,0.0046,69.28,0,2168,4
0.1188,1,1,0.0040,38.32,0,8773,10
0.1131,1,1,0.0052,54.56,0,2114,3
0.1194,1,1,0.0046,75.71,0,6977,11
0.1175,1,1,0.0040,80.58,0,5102,7
0.1139,1,1,0.0052,34.26,0,1872,3
0.1144,1,1,0.0058,75.71,0,8157,11
0.1194,1,1,0.0058,52.19,0,6791,7
0.1138,1,1,0.0040,49.99,0,2203,6
0.1057,1,1,0.0040,75.2,0,832,5
0.1128,1,1,0.0040,47.12,0,862,7
0.1047,1,1,0.0058,88.43,0,999,4
0.1125,1,1,0.0069,35.27,0,446,4
0.1042,1,1,0.0052,56.59,0,4785,11
0.1145,1,1,0.0040,33.07,0,8780,5
0.0971,1,1,0.0040,55.58,0,3474,3
0.1133,1,1,0.0052,92.63,0,1301,3
0.1128,1,1,0.0058,56.59,0,1994,4
0.1130,1,1,0.0052,40.69,0,2573,5
0.1132,1,1,0.0081,54.56,0,3852,3
0.1146,1,1,0.0058,68.77,0,3300,4
0.1131,1,1,0.0052,52.87,0,1322,6
0.1134,1,1,0.0040,67.76,0,1220,8
0.1133,1,1,0.0040,56.62,0,1524,2
0.0990,1,1,0.0063,56.62,0,3204,2
0.1030,1,1,0.0046,25.8,0,1028,6
0.1130,1,1,0.0069,79.97,0,2245,7
0.1194,1,1,0.0040,75.71,0,7116,11
0.1082,1,1,0.0052,59.8,0,2072,3
0.1149,1,1,0.0040,50.16,0,3090,2
0.1187,1,1,0.0058,38.32,0,6169,10
0.1079,1,1,0.0040,88.43,0,2161,4
0.1358,1,1,0.0928,96.48,0,255397,6
0.1130,1,1,0.0058,79.97,0,1823,7
0.1194,1,1,0.0046,75.71,0,7412,11
0.1008,1,1,0.0098,71.48,0,4898,3
0.1129,1,1,0.0040,25.8,0,897,6
0.1318,1,1,0.0040,61.33,0,17878,12
0.1110,1,1,0.0063,-12.45,1,4151,3
0.1125,1,1,0.0040,92.12,0,3026,2
0.1060,1,1,0.0069,72.5,0,24085,5
0.1157,1,1,0.0040,49.15,0,5852,7
0.1188,1,1,0.0092,38.32,0,7559,10
0.1131,1,1,0.0058,73.51,0,2283,5
0.1126,1,1,0.0052,71.82,0,3674,2
0.1146,1,1,0.0040,68.77,0,3090,4
0.1125,1,1,0.0087,56.59,0,3216,1
0.0974,1,1,0.0202,56.59,0,12761,1
0.1139,1,1,0.0040,34.26,0,2168,3
0.1176,1,1,0.0040,49.15,0,5179,7
0.1125,1,1,0.0040,68.77,0,909,2
0.1126,1,1,0.0058,65.05,0,2121,2
0.1132,1,1,0.0040,54.56,0,2245,3
0.1108,1,1,0.0052,47.12,0,1415,7
0.1134,1,1,0.0058,60.82,0,4533,3
0.2040,1,1,0.0046,53.37,0,1734814,1
0.1126,1,1,0.0040,69.28,0,1575,4
0.1194,1,1,0.0058,75.71,0,7458,11
0.1071,1,1,0.0046,76.22,0,463,1
0.1175,1,1,0.0058,52.36,0,6157,11
0.1138,1,1,0.0046,49.99,0,1690,6
0.1149,1,1,0.0040,50.16,0,2568,2
0.1129,1,1,0.0040,75.2,0,610,5
0.1133,1,1,0.0046,14.63,1,2631,4
0.1136,1,1,0.0098,68.77,0,3631,5
0.1126,1,1,0.0040,63.02,0,911,6
0.1018,1,1,0.0058,83.66,1,1876,3
0.0953,1,1,0.0058,50.16,0,6148,2
0.1146,1,1,0.0040,68.77,0,2250,4
0.1132,1,1,0.0092,49.99,0,14488,6
0.1151,1,1,0.0058,56.59,0,3526,11
0.1108,1,1,0.0046,60.82,0,1648,4
0.1127,1,1,0.0063,27.83,0,4343,2
0.1974,1,1,0.0052,74.19,0,1253451,5
0.1131,1,1,0.0046,13.95,1,5287,4
0.1001,1,1,0.0052,49.15,0,7285,7
0.1065,1,1,0.0046,76.72,0,3048,4
0.1124,1,1,0.0040,64.07,0,856,2
0.1096,1,1,0.0069,72.5,0,1108,5
0.1064,1,1,0.0046,77.74,0,1326,3
0.1124,1,1,0.0046,25.46,1,136,2
0.1126,1,1,0.0058,42.72,0,2175,2
0.1138,1,1,0.0052,50.84,0,6210,7
0.0769,1,1,0.0092,12.94,0,1663,1
0.1049,1,1,0.0040,68.77,0,5494,4
0.1129,1,1,0.0040,69.28,0,857,7
0.1176,1,1,0.0104,49.15,0,6045,7
0.1133,1,1,0.0052,60.82,0,1159,3
0.2375,1,1,0.0058,45.93,0,1105878,3
0.1132,1,1,0.0040,69.28,0,18918,2
0.1201,1,1,0.0040,91.61,0,12348,9
0.1128,1,1,0.0046,50.16,0,9773,2
0.1125,1,1,0.0058,57.61,0,634,5
0.1175,1,1,0.0046,80.58,0,5113,7
0.1117,1,1,0.0092,91.61,0,1280,2
0.0868,1,1,0.0040,63.86,0,1444,6
0.1125,1,1,0.0040,76.9,0,1839,2
0.1176,1,1,0.0040,80.58,0,6303,7
0.1573,1,1,0.0063,59.8,0,14991,1
0.1101,1,1,0.0046,82.51,0,207,3
0.1195,1,1,0.0063,75.71,0,8780,11
0.1120,1,1,0.0115,76.72,0,1118,3
0.1155,1,1,0.0040,50.16,0,16726,2
0.1139,1,1,0.0058,34.26,0,3330,3
0.1333,1,1,0.0040,64.04,0,24671,14
0.1124,1,1,0.0040,61.33,1,208,1
0.1136,1,1,0.0098,50.84,0,1409,7
0.1119,1,1,0.0075,76.72,0,1725,3
0.1062,1,1,0.0063,77.91,0,14073,5
0.1115,1,1,0.0063,50.16,0,4536,2
0.1151,1,1,0.0052,68.77,0,14878,4
0.1142,1,1,0.0052,33.07,0,2254,5
0.1138,1,1,0.0069,49.99,0,2954,6
0.1195,1,1,0.0058,75.71,0,7905,11
0.1135,1,1,0.0087,63.02,0,7955,11
0.1089,1,1,0.0104,52.36,0,35647,11
0.0975,1,1,0.0052,33.24,0,3491,3
0.0911,1,1,0.0040,77.74,0,1089,3
0.1146,1,1,0.0046,68.77,0,2782,4
0.1151,1,1,0.0069,50.16,0,6605,2
0.1135,1,1,0.0052,39.67,0,2059,6
0.1131,1,1,0.0058,72.5,0,1153,5
0.1126,1,1,0.0058,65.05,0,1433,2
0.1127,1,1,0.0058,84.17,0,3551,1
