user_influence,network,metric_type,metric_value,readability,multimedia_presence,reach,longevity
0.1131,1,1,0.0034,71.82,0,15865,2
0.1331,1,1,0.0014,64.04,0,21594,14
0.1124,1,1,0.0014,14.97,1,1119,2
0.1127,1,1,0.0018,66.07,0,4566,4
0.1130,1,1,0.0014,68.77,0,5353,7
0.1130,1,1,0.0014,35.27,0,8083,4
0.1331,1,1,0.0016,64.04,0,21030,14
0.1141,1,1,0.0014,26.81,0,10111,4
0.1125,1,1,0.0016,68.26,0,1715,4
0.1125,1,1,0.0014,42.38,1,1376,1
0.1231,1,1,0.0018,64.04,0,24535,14
0.0941,1,1,0.0022,63.02,0,2282,2
0.1182,1,1,0.0093,75.54,0,16977,9
0.1087,1,1,0.0022,41.7,0,2428,3
0.1141,1,1,0.0018,88.02,0,3680,7
0.1127,1,1,0.0014,83.15,0,3425,5
0.1128,1,1,0.0016,64.04,0,1024,6
0.1128,1,1,0.0020,68.77,0,3719,5
0.1124,1,1,0.0044,79.94,0,996,3
0.1141,1,1,0.0024,38.99,0,1935,7
0.1283,1,1,0.0030,7.86,0,79867,12
0.1514,1,1,0.0046,42.72,0,482618,8
0.1357,1,1,0.0014,88.02,0,21845,15
0.1129,1,1,0.0014,69.45,0,1082,3
0.1163,1,1,0.0014,58.62,0,9416,15
0.1124,1,1,0.0020,35.95,1,197,3
0.1330,1,1,0.0014,64.04,0,18891,14
0.1356,1,1,0.0014,88.02,0,20579,15
0.1339,1,1,0.0083,43.9,0,13991,2
0.1130,1,1,0.0022,63.66,0,1640,5
0.1130,1,1,0.0024,68.77,0,2055,5
0.1331,1,1,0.0049,64.04,0,20203,14
0.1356,1,1,0.0014,88.02,0,20487,15
0.1143,1,1,0.0016,33.24,0,2127,7
0.1089,1,1,0.0016,54.56,0,871,1
0.1124,1,1,0.0026,49.15,0,46,2
0.1323,1,1,0.0053,64.04,0,18707,14
0.1066,1,1,0.0022,9.89,0,339,1
0.1026,1,1,0.0020,66.07,1,5555,9
0.1178,1,1,0.0014,75.54,0,7796,9
0.1134,1,1,0.0024,68.77,1,2187,9
0.1330,1,1,0.0016,64.04,0,18442,14
3.6217,1,1,0.0079,66.74,0,8884921,6
0.1341,1,1,0.0034,58.62,0,21718,3
0.1139,1,1,0.0014,36.28,1,4299,6
0.1137,1,1,0.0018,56.59,0,3824,5
0.1330,1,1,0.0016,64.04,0,19284,14
0.1015,1,1,0.0016,70.47,0,1198,2
0.1130,1,1,0.0036,42.72,0,1936,6
0.1311,1,1,0.0020,64.04,0,19806,14
0.1127,1,1,0.0014,83.32,0,5557,2
0.1125,1,1,0.0051,65.73,0,2937,4
0.1153,1,1,0.0028,7.86,0,3266,12
0.1125,1,1,0.0020,77.57,0,1824,1
0.1357,1,1,0.0014,88.02,0,23954,15
0.1127,1,1,0.0014,49.15,0,2459,6
0.1125,1,1,0.0016,57.61,0,292,3
0.1151,1,1,0.0032,26.81,0,3884,5
0.1129,1,1,0.0032,51.85,0,1063,4
0.1181,1,1,0.0014,24.78,0,6223,11
0.1330,1,1,0.0014,64.04,0,19642,14
0.1154,1,1,0.0014,57.61,0,6906,6
0.1126,1,1,0.0028,17.34,0,2801,4
0.1176,1,1,0.0024,64.04,0,21634,14
0.1090,1,1,0.0020,64.04,0,1555,3
0.1161,1,1,0.0022,48.13,0,4476,9
0.1058,1,1,0.0016,84.17,0,7985,11
0.1124,1,1,0.0022,83.66,0,1397,1
0.1126,1,1,0.0020,59.8,0,1251,2
0.1131,1,1,0.0016,11.92,1,13936,2
0.1123,1,1,0.0028,33.24,0,14211,10
0.1133,1,1,0.0014,34.26,0,1593,5
0.1042,1,1,0.0032,43.9,0,18562,3
0.1144,1,1,0.0016,72.12,0,9104,4
0.1086,1,1,0.0022,56.59,0,2400,3
0.1125,1,1,0.0016,37.3,1,2125,2
0.1181,1,1,0.0034,19.37,0,5534,14
0.0992,1,1,0.0026,68.26,0,5219,1
0.1069,1,1,0.0020,116.15,0,696,2
0.1307,1,1,0.0018,88.02,0,46508,15
0.1683,1,1,0.0032,64.04,0,76220,6
0.1045,1,1,0.0014,26.81,0,11427,5
0.1505,1,1,0.0026,70.47,0,70712,5
0.1126,1,1,0.0016,67.08,0,2360,2
0.1131,1,1,0.0036,90.77,0,939,5
0.1181,1,1,0.0022,19.37,0,6089,14
0.1136,1,1,0.0018,50.16,1,1658,6
0.1179,1,1,0.0016,75.54,0,8781,9
0.1128,1,1,0.0016,40.69,0,622,2
0.1125,1,1,0.0024,119.19,0,158,3
0.1131,1,1,0.0014,64.04,0,1272,10
0.1037,1,1,0.0061,65.05,0,48144,2
0.1125,1,1,0.0026,68.26,0,1566,4
0.1065,1,1,0.0016,84.0,0,12088,1
0.1593,1,1,0.0014,66.4,0,33442,4
0.1199,1,1,0.0046,84.17,0,10289,11
0.1025,1,1,0.0024,81.29,0,3615,1
0.1178,1,1,0.0014,75.54,0,6991,9
0.1093,1,1,0.0046,28.84,1,816,2
0.1135,1,1,0.0016,85.18,0,1232,3
0.1177,1,1,0.0018,75.54,0,5776,9
0.1292,1,1,0.0034,88.02,0,26860,15
0.1141,1,1,0.0018,68.77,0,6415,8
0.1138,1,1,0.0026,84.17,0,10278,11
0.1198,1,1,0.0028,84.17,0,7175,11
0.1181,1,1,0.0016,24.78,0,6129,11
0.1332,1,1,0.0020,64.04,0,24011,14
0.1330,1,1,0.0016,64.04,0,18826,14
0.1154,1,1,0.0034,57.61,0,6596,6
0.0527,1,1,0.0020,86.71,0,5589,2
0.1120,1,1,0.0028,68.77,0,7276,5
0.1198,1,1,0.0014,84.17,0,7327,11
0.1124,1,1,0.0014,53.88,1,1012,1
0.1125,1,1,0.0016,43.73,0,213,2
0.0808,1,1,0.0020,94.15,0,17095,2
0.1136,1,1,0.0040,97.91,0,1823,11
0.1356,1,1,0.0016,88.02,0,20741,15
0.1238,1,1,0.0018,64.04,0,33590,14
0.1103,1,1,0.0018,41.7,0,474,3
0.1026,1,1,0.0024,44.41,0,1808,2
0.1142,1,1,0.0024,24.78,0,8487,11
0.1141,1,1,0.0014,83.66,0,1860,10
0.1357,1,1,0.0014,88.02,0,23315,15
0.1315,1,1,0.0014,57.61,0,114848,4
0.1198,1,1,0.0036,84.17,0,7145,11
0.1135,1,1,0.0046,35.27,0,25897,1
0.1136,1,1,0.0018,50.16,1,1490,6
0.1125,1,1,0.0016,80.99,0,1381,3
0.1143,1,1,0.0022,33.24,0,2515,7
0.1190,1,1,0.0022,64.04,0,6876,14
0.1039,1,1,0.0016,72.53,0,28030,3
0.1205,1,1,0.0014,58.62,0,8304,15
0.1114,1,1,0.0024,58.62,0,1460,7
0.1126,1,1,0.0014,57.61,0,2429,4
0.0855,1,1,0.0014,57.61,0,8941,6
0.1136,1,1,0.0046,33.24,0,5918,7
0.0933,1,1,0.0016,42.72,0,1137,7
0.1129,1,1,0.0014,57.61,0,1102,3
0.1331,1,1,0.0022,64.04,0,20551,14
0.1036,1,1,0.0036,52.87,0,15316,1
0.1323,1,1,0.0049,64.04,0,19043,14
0.0650,1,1,0.0036,84.17,0,10926,2
0.1178,1,1,0.0018,66.07,1,8479,9
0.1129,1,1,0.0018,84.17,0,9500,11
0.0859,1,1,0.0024,40.69,0,830,2
0.1127,1,1,0.0020,66.07,0,2465,4
0.1200,1,1,0.0014,84.17,0,11516,11
0.1331,1,1,0.0016,64.04,0,20561,14
0.1143,1,1,0.0014,69.79,0,2075,5
0.1051,1,1,0.0014,64.37,0,4127,7
0.1184,1,1,0.0014,57.61,0,7110,10
0.1198,1,1,0.0014,84.17,0,7596,11
0.1021,1,1,0.0020,34.26,0,15527,5
0.1710,1,1,0.0123,57.61,1,786129,3
0.1143,1,1,0.0014,69.79,0,2040,5
0.0777,1,1,0.0016,30.87,1,4149,8
0.1086,1,1,0.0038,67.76,0,3266,3
0.0599,1,1,0.0028,71.48,0,10484,1
0.1179,1,1,0.0014,75.54,0,9222,9
0.1356,1,1,0.0020,88.02,0,21073,15
0.1305,1,1,0.0014,88.02,0,20550,15
0.0891,1,1,0.0499,64.04,0,226552,14
0.1132,1,1,0.0016,60.82,0,8583,4
0.1125,1,1,0.0018,63.02,0,1420,5
0.1178,1,1,0.0022,66.07,1,7090,9
0.1029,1,1,0.0014,84.17,0,2628,2
0.1200,1,1,0.0014,84.17,0,12328,11
0.1050,1,1,0.0020,68.77,0,3466,8
0.1059,1,1,0.0024,51.18,0,3804,11
0.1059,1,1,0.0016,68.77,0,789,5
0.1150,1,1,0.0014,33.24,0,4402,10
0.1178,1,1,0.0022,75.54,0,7644,9
0.1135,1,1,0.0014,57.61,0,1271,6
0.1338,1,1,0.0014,64.04,0,36616,14
0.1330,1,1,0.0016,64.04,0,18674,14
0.1125,1,1,0.0018,52.36,0,1929,2
0.1331,1,1,0.0018,64.04,0,21209,14
1.2820,1,1,0.0141,65.05,0,7130279,9
0.1151,1,1,0.0016,26.81,0,4639,5
0.1140,1,1,0.0028,97.91,0,9598,11
0.1124,1,1,0.0016,48.16,0,319,1
0.1125,1,1,0.0022,49.15,0,1536,1
0.1131,1,1,0.0018,26.81,0,2702,5
0.0977,1,1,0.0014,75.2,0,625,4
0.1124,1,1,0.0014,59.8,0,220,1
0.1194,1,1,0.0059,59.8,0,112076,13
0.2364,1,1,0.0139,84.17,0,1158649,11
0.1330,1,1,0.0067,64.04,0,19414,14
0.1129,1,1,0.0018,57.61,0,1072,3
0.1124,1,1,0.0014,41.36,1,336,2
0.0734,1,1,0.0014,27.83,0,583,1
0.1065,1,1,0.0024,48.13,0,205284,2
0.1742,1,1,0.0034,41.7,0,246365,2
0.1330,1,1,0.0024,64.04,0,19498,14
0.1143,1,1,0.0016,69.79,0,2006,5
0.1137,1,1,0.0016,88.02,0,27085,15
0.1201,1,1,0.0018,84.17,0,14652,11
0.1318,1,1,0.0014,84.17,0,19462,14
0.1198,1,1,0.0016,84.17,0,7166,11
0.1131,1,1,0.0014,63.02,0,4160,4
0.1332,1,1,0.0024,64.04,0,22220,14
0.1140,1,1,0.0014,53.21,0,4092,7
0.1148,1,1,0.0018,68.77,0,4295,5
0.1082,1,1,0.0018,34.26,0,3341,5
0.1126,1,1,0.0016,74.05,0,1018,5
0.1331,1,1,0.0026,64.04,0,19902,14
0.1241,1,1,0.0020,64.04,0,20656,14
0.1596,1,1,0.0049,42.72,0,63189,6
0.1143,1,1,0.0018,33.24,0,2199,7
0.1134,1,1,0.0055,57.61,0,2636,6
0.1125,1,1,0.0018,34.42,0,1109,2
0.1107,1,1,0.0016,104.64,0,1003,3
0.1356,1,1,0.0016,88.02,0,20857,15
0.1127,1,1,0.0016,43.9,0,652,3
0.1356,1,1,0.0014,88.02,0,20551,15
0.1058,1,1,0.0020,64.04,0,4879,5
0.1125,1,1,0.0030,28.84,0,672,2
0.1126,1,1,0.0030,65.05,1,791,4
0.1124,1,1,0.0014,63.36,0,456,2
0.1128,1,1,0.0018,22.75,0,1337,8
0.1073,1,1,0.0014,43.9,0,13806,8
0.1126,1,1,0.0016,53.88,0,1026,2
0.1126,1,1,0.0020,56.59,0,2241,3
0.1198,1,1,0.0014,84.17,0,7176,11
0.1177,1,1,0.0014,75.54,0,5999,9
-0.3978,1,1,0.0133,79.97,0,54922310,4
0.1130,1,1,0.0014,63.02,0,2671,2
0.1330,1,1,0.0020,64.04,0,18800,14
0.1131,1,1,0.0034,32.22,0,2449,2
0.1081,1,1,0.0018,43.39,0,4592,3
0.1332,1,1,0.0046,64.04,0,24406,14
0.1132,1,1,0.0014,67.25,0,16275,4
0.1101,1,1,0.0016,56.59,0,321,3
0.1158,1,1,0.0014,66.07,1,5625,9
0.0920,1,1,0.0016,58.62,0,5018,7
0.1125,1,1,0.0014,83.66,0,637,3
0.1330,1,1,0.0051,64.04,0,18937,14
0.1178,1,1,0.0014,75.54,0,7237,9
0.1330,1,1,0.0014,64.04,0,19337,14
0.1127,1,1,0.0014,34.26,0,1624,3
0.1132,1,1,0.0024,30.53,1,2325,5
0.0832,1,1,0.0020,28.84,1,1754,1
0.1046,1,1,0.0024,25.8,0,10010,4
0.1016,1,1,0.0014,55.91,1,318,2
0.1125,1,1,0.0018,42.38,1,944,1
0.1095,1,1,0.0016,85.18,0,3919,10
0.0955,1,1,0.0026,34.59,0,2045,2
0.1125,1,1,0.0018,56.59,0,1339,3
0.1090,1,1,0.0016,84.0,0,19003,1
0.1131,1,1,0.0014,68.77,0,68722,7
0.1129,1,1,0.0067,42.72,0,1167,6
0.1136,1,1,0.0018,50.16,1,1807,6
0.1514,1,1,0.0071,58.62,0,232930,15
0.1008,1,1,0.0020,71.48,0,2074,8
0.1050,1,1,0.0020,41.7,0,3468,2
0.1037,1,1,0.0016,53.21,0,2161,7
0.1126,1,1,0.0014,80.96,0,4153,1
0.1139,1,1,0.0014,53.21,0,2225,7
0.1177,1,1,0.0020,75.54,0,5404,9
0.1356,1,1,0.0020,88.02,0,20553,15
0.1060,1,1,0.0016,45.42,0,767,1
0.1082,1,1,0.0018,24.78,0,5848,11
0.1247,1,1,0.0018,64.04,0,34229,14
0.1148,1,1,0.0024,50.16,0,2728,8
0.1058,1,1,0.0022,88.02,0,4279,3
0.1138,1,1,0.0014,88.74,0,4460,7
0.1132,1,1,0.0016,36.45,0,2677,6
0.1326,1,1,0.0028,88.02,0,23307,15
0.1129,1,1,0.0020,42.72,0,1648,3
0.1198,1,1,0.0020,84.17,0,7465,11
0.1125,1,1,0.0016,77.23,0,2703,2
0.1333,1,1,0.0016,64.04,0,24911,14
0.1125,1,1,0.0016,75.2,0,340,3
0.1357,1,1,0.0020,88.02,0,21939,15
0.1658,1,1,0.0016,58.62,0,188084,15
0.0841,1,1,0.0020,44.41,0,3375,2
0.1199,1,1,0.0024,84.17,0,10038,11
0.1177,1,1,0.0016,75.54,0,5304,9
0.1127,1,1,0.0018,69.79,0,505,3
0.1128,1,1,0.0016,60.82,0,10170,2
0.1017,1,1,0.0020,64.04,0,2062,7
0.1125,1,1,0.0061,84.17,0,1929,2
0.1035,1,1,0.0016,68.77,1,2229,6
0.1159,1,1,0.0016,66.07,1,9249,9
0.1130,1,1,0.0016,50.16,0,646,5
0.1333,1,1,0.0016,64.04,0,24728,14
0.0954,1,1,0.0048,64.07,0,5849,3
0.1129,1,1,0.0016,58.62,0,2296,7
0.1037,1,1,0.0038,76.22,0,1051,3
0.1135,1,1,0.0018,27.99,0,7860,5
0.1109,1,1,0.0014,56.59,0,553,10
0.1247,1,1,0.0024,68.26,0,229387,2
0.0589,1,1,0.0115,64.04,0,167939,5
0.1144,1,1,0.0018,33.24,0,3626,7
0.0960,1,1,0.0042,57.61,0,17695,4
0.1160,1,1,0.0016,48.13,0,3672,9
0.1020,1,1,0.0014,84.17,0,75425,15
0.1201,1,1,0.0014,84.17,0,14093,11
0.1356,1,1,0.0020,88.02,0,20820,15
0.1181,1,1,0.0014,75.54,0,14279,9
0.1330,1,1,0.0014,64.04,0,18627,14
0.1128,1,1,0.0022,62.68,0,5097,1
0.1393,1,1,0.0014,83.66,0,27414,13
0.0927,1,1,0.0018,75.71,0,685,2
0.1125,1,1,0.0024,52.19,0,1197,3
0.1184,1,1,0.0018,57.61,0,6908,10
0.1136,1,1,0.0014,44.41,0,1359,9
0.1132,1,1,0.0024,29.86,1,18409,3
0.1199,1,1,0.0018,84.17,0,8713,11
0.1130,1,1,0.0016,32.22,0,828,2
0.1166,1,1,0.0026,84.17,0,8666,11
0.1128,1,1,0.0028,92.12,0,2679,3
0.1125,1,1,0.0020,20.04,0,1841,2
0.1061,1,1,0.0018,41.7,0,3076,8
0.1285,1,1,0.0018,64.04,0,21038,14
0.1357,1,1,0.0016,88.02,0,22640,15
0.1134,1,1,0.0024,41.7,0,2026,5
0.1137,1,1,0.0016,68.77,0,2141,5
0.1160,1,1,0.0048,60.31,0,83070,4
0.1066,1,1,0.0014,84.17,0,8627,11
0.0966,1,1,0.0020,0.08,1,8883,2
0.1330,1,1,0.0022,64.04,0,18631,14
0.1177,1,1,0.0014,75.54,0,5810,9
0.1134,1,1,0.0016,41.7,0,1902,5
0.1268,1,1,0.0038,42.72,0,54435,6
0.1091,1,1,0.0016,76.22,0,4690,12
0.1331,1,1,0.0032,64.04,0,21485,14
0.1144,1,1,0.0014,72.12,0,7729,4
0.1127,1,1,0.0020,76.22,0,1020,3
0.1182,1,1,0.0014,24.78,0,7356,11
0.1501,1,1,0.0065,84.17,0,3736,3
0.1063,1,1,0.0016,43.9,0,1130,3
0.1828,1,1,0.0016,64.04,0,5123,4
0.1101,1,1,0.0014,59.8,0,2450,1
0.1137,1,1,0.0014,50.16,1,4191,6
0.1161,1,1,0.0016,48.13,0,5377,9
0.1330,1,1,0.0018,64.04,0,19057,14
0.1151,1,1,0.0016,33.24,0,6475,10
0.1136,1,1,0.0032,50.16,1,2985,6
0.1137,1,1,0.0016,97.91,0,2888,11
0.1257,1,1,0.0016,64.04,0,27565,14
0.1125,1,1,0.0026,64.04,0,1393,4
0.1357,1,1,0.0016,88.02,0,23875,15
0.1198,1,1,0.0016,84.17,0,7418,11
0.1050,1,1,0.0020,61.33,0,1979,3
0.1127,1,1,0.0026,49.15,0,1204,6
0.0803,1,1,0.0018,18.35,0,2979,8
0.1330,1,1,0.0014,64.04,0,18864,14
0.1136,1,1,0.0014,87.72,0,1606,7
0.1181,1,1,0.0014,19.37,0,5541,14
0.1130,1,1,0.0016,53.88,0,8139,2
0.1127,1,1,0.0014,64.71,1,6775,5
0.1126,1,1,0.0014,35.95,0,1132,5
0.0939,1,1,0.0018,30.87,1,6637,8
0.1105,1,1,0.0034,26.81,0,2925,4
0.1126,1,1,0.0028,65.08,1,22098,6
0.1177,1,1,0.0018,66.07,1,5770,9
0.1330,1,1,0.0018,64.04,0,18824,14
0.1198,1,1,0.0016,84.17,0,8043,11
0.1037,1,1,0.0014,51.18,0,3457,11
0.1113,1,1,0.0022,68.77,0,1828,5
0.1142,1,1,0.0020,72.12,0,4058,4
0.1112,1,1,0.0016,24.78,0,6814,11
0.1357,1,1,0.0014,88.02,0,22864,15
0.1184,1,1,0.0024,57.61,0,7035,10
0.1123,1,1,0.0024,76.72,0,7206,4
0.1330,1,1,0.0024,64.04,0,19562,14
0.1124,1,1,0.0020,49.15,0,95,3
0.1136,1,1,0.0042,90.09,0,22720,3
0.1045,1,1,0.0014,64.04,0,7732,7
0.1357,1,1,0.0038,88.02,0,23367,15
0.1198,1,1,0.0018,84.17,0,7188,11
0.1105,1,1,0.0014,72.53,0,2820,3
0.1183,1,1,0.0044,24.78,0,9883,11
0.1162,1,1,0.0016,48.13,0,7590,9
0.1161,1,1,0.0028,57.61,0,8366,10
0.1193,1,1,0.0030,83.66,0,130039,13
0.1140,1,1,0.0014,68.77,0,5760,8
0.1127,1,1,0.0022,19.37,0,756,7
0.1330,1,1,0.0020,64.04,0,18687,14
0.1116,1,1,0.0014,85.18,0,25153,7
0.0934,1,1,0.0016,68.77,0,1201,5
0.1144,1,1,0.0022,33.24,0,4884,7
0.1133,1,1,0.0018,34.26,0,1233,5
0.1017,1,1,0.0014,68.77,1,390,6
0.0986,1,1,0.0014,56.59,0,303,5
0.1132,1,1,0.0014,83.66,0,27929,10
0.1141,1,1,0.0026,76.22,0,3151,12
0.1139,1,1,0.0040,58.62,0,48572,7
0.1143,1,1,0.0014,33.24,0,2914,7
0.1333,1,1,0.0020,64.04,0,26527,14
0.1198,1,1,0.0014,84.17,0,7918,11
0.1069,1,1,0.0014,59.3,0,1369,3
0.0894,1,1,0.0032,55.58,0,2128,2
0.1071,1,1,0.0028,72.5,0,9290,1
0.1145,1,1,0.0018,-1.29,1,4553,12
0.1125,1,1,0.0014,49.15,1,3391,2
0.1357,1,1,0.0022,88.02,0,22318,15
0.1330,1,1,0.0014,64.04,0,19670,14
0.1129,1,1,0.0018,46.78,1,4271,2
0.1358,1,1,0.0014,88.02,0,25621,15
0.1136,1,1,0.0042,44.41,0,2164,9
0.1334,1,1,0.0028,64.04,0,28323,14
0.1055,1,1,0.0018,36.28,1,16529,6
0.0778,1,1,0.0014,68.77,0,2167,5
0.1128,1,1,0.0014,58.62,0,642,7
0.1145,1,1,0.0014,83.66,0,9065,10
0.1050,1,1,0.0018,48.13,0,2563,3
0.1190,1,1,0.0014,64.04,0,6693,14
0.1206,1,1,0.0014,64.04,0,787737,14
0.0980,1,1,0.0014,18.35,0,4307,6
0.1151,1,1,0.0022,49.82,1,58323,3
0.1025,1,1,0.0014,67.76,0,2282,5
0.0510,1,1,0.0018,68.26,0,225,4
0.1033,1,1,0.0014,26.47,1,1259,5
0.1127,1,1,0.0042,26.81,0,3490,4
0.1131,1,1,0.0016,36.45,0,1814,6
0.1100,1,1,0.0061,40.69,0,1122,4
0.1129,1,1,0.0018,96.89,0,2907,3
0.1319,1,1,0.0014,84.17,0,21079,14
0.1136,1,1,0.0016,44.41,0,1780,9
0.1832,1,1,0.0014,39.67,0,1189726,2
0.1127,1,1,0.0016,50.16,0,3557,3
0.1125,1,1,0.0018,67.76,0,559,4
0.1131,1,1,0.0016,36.45,0,2350,6
0.1073,1,1,0.0032,-32.76,1,2522,1
0.1159,1,1,0.0016,57.61,0,18725,6
0.1095,1,1,0.0020,59.8,0,834,2
0.1125,1,1,0.0016,48.13,0,1247,3
0.1104,1,1,0.0042,66.07,1,6583,9
0.1178,1,1,0.0026,66.07,1,6685,9
0.1177,1,1,0.0016,75.54,0,5540,9
0.1356,1,1,0.0014,88.02,0,21540,15
0.1270,1,1,0.0016,39.67,0,27511,3
0.5582,1,1,0.0323,64.04,0,4972670,2
0.1279,1,1,0.0028,64.04,0,20053,14
0.1133,1,1,0.0024,63.36,0,19987,1
0.1037,1,1,0.0016,64.37,0,3856,7
0.1138,1,1,0.0024,36.28,0,1796,11
0.1106,1,1,0.0016,75.54,0,7061,1
0.1003,1,1,0.0115,26.81,0,27008,3
0.1356,1,1,0.0016,88.02,0,21300,15
0.1126,1,1,0.0034,52.87,0,3716,3
0.1126,1,1,0.0014,84.68,0,1257,2
0.0868,1,1,0.0030,12.94,1,12308,3
0.1199,1,1,0.0024,84.17,0,8883,11
0.1126,1,1,0.0032,35.27,1,2865,7
0.1198,1,1,0.0016,84.17,0,8183,11
0.1470,1,1,0.0020,34.26,0,69716,2
0.1156,1,1,0.0022,34.26,0,3829,7
0.1143,1,1,0.0030,69.79,0,2024,5
0.1190,1,1,0.0032,64.04,0,6981,14
0.1177,1,1,0.0036,66.07,1,6015,9
0.1143,1,1,0.0014,33.24,0,2635,7
0.0888,1,1,0.0014,36.28,1,1994,6
0.1330,1,1,0.0016,64.04,0,18452,14
0.1114,1,1,0.0032,28.84,1,3466,2
0.1358,1,1,0.0022,88.02,0,26335,15
0.1125,1,1,0.0014,53.88,1,996,2
0.1157,1,1,0.0018,24.78,0,6328,11
0.0976,1,1,0.0016,60.31,0,2732,4
0.0973,1,1,0.0014,33.24,0,1245,2
0.1330,1,1,0.0014,64.04,0,18489,14
-1.3382,1,1,0.0218,83.66,0,14028236,13
0.1330,1,1,0.0014,64.04,0,18808,14
0.1152,1,1,0.0018,57.61,0,3516,6
0.1152,1,1,0.0016,57.61,0,3457,6
0.0974,1,1,0.0016,26.81,0,3506,4
0.0904,1,1,0.0018,57.61,0,11605,10
0.1124,1,1,0.0014,80.28,0,731,1
0.1129,1,1,0.0014,46.44,0,8078,3
0.1143,1,1,0.0026,58.62,0,32951,7
0.1181,1,1,0.0018,24.78,0,6794,11
0.1128,1,1,0.0016,104.64,0,4082,3
0.1177,1,1,0.0018,75.54,0,6191,9
0.0753,1,1,0.0016,26.81,0,4523,4
0.1050,1,1,0.0016,60.82,0,2022,3
0.1124,1,1,0.0016,25.8,0,838,1
0.1081,1,1,0.0026,41.7,0,591,2
0.1125,1,1,0.0018,50.16,0,2073,1
0.1338,1,1,0.0018,88.02,0,20842,15
0.1129,1,1,0.0014,76.22,0,1340,13
0.1161,1,1,0.0022,48.13,0,3796,9
0.1279,1,1,0.0051,57.61,0,124341,2
0.1333,1,1,0.0028,64.04,0,24731,14
0.1330,1,1,0.0014,64.04,0,18520,14
0.1261,1,1,0.0014,64.04,0,20346,14
0.1129,1,1,0.0026,58.62,0,2390,7
0.1479,1,1,0.0093,60.82,0,293944,2
0.1178,1,1,0.0016,75.54,0,7201,9
0.1129,1,1,0.0014,60.82,0,1151,7
0.1324,1,1,0.0057,64.04,0,19381,14
0.1153,1,1,0.0016,57.61,0,4888,6
0.1127,1,1,0.0022,27.83,1,6588,3
0.1124,1,1,0.0018,45.42,1,236,3
0.1199,1,1,0.0016,84.17,0,10474,11
0.1134,1,1,0.0040,39.67,0,5936,3
0.1155,1,1,0.0026,85.18,0,5238,10
0.1576,1,1,0.0467,49.18,0,842804,5
0.1058,1,1,0.0016,66.07,0,4887,4
0.0591,1,1,0.0020,40.69,0,2855,2
0.1028,1,1,0.0053,64.04,0,729,2
0.1065,1,1,0.0014,64.37,0,4025,7
0.1161,1,1,0.0022,48.13,0,4402,9
0.1154,1,1,0.0014,85.18,0,3084,10
0.1126,1,1,0.0028,56.59,0,4261,3
0.1356,1,1,0.0020,88.02,0,20859,15
0.1184,1,1,0.0020,57.61,0,6230,10
0.1090,1,1,0.0036,68.77,0,2450,3
0.1140,1,1,0.0014,89.08,0,17623,13
0.1098,1,1,0.0028,7.86,0,5103,12
0.1128,1,1,0.0016,73.13,0,9921,4
0.1124,1,1,0.0028,45.42,1,952,3
0.1027,1,1,0.0014,68.77,0,745,3
0.1141,1,1,0.0018,38.99,0,3041,7
0.1124,1,1,0.0016,31.89,0,1319,1
0.1081,1,1,0.0018,63.02,0,5672,2
0.1150,1,1,0.0034,33.24,0,2864,10
0.1137,1,1,0.0030,26.81,0,2327,4
0.1121,1,1,0.0038,92.12,0,6320,3
0.1141,1,1,0.0018,72.12,0,1864,4
0.1109,1,1,0.0016,84.17,0,7886,11
0.1181,1,1,0.0063,19.37,0,7138,14
0.1198,1,1,0.0016,84.17,0,7401,11
0.1198,1,1,0.0016,84.17,0,7293,11
0.1079,1,1,0.0026,34.26,0,2039,5
0.1124,1,1,0.0018,65.39,0,297,3
0.1330,1,1,0.0018,64.04,0,19108,14
0.1330,1,1,0.0016,64.04,0,19042,14
0.1109,1,1,0.0018,57.61,1,12886,2
0.1132,1,1,0.0018,83.66,0,18383,2
0.1090,1,1,0.0040,13.95,1,6295,1
0.1335,1,1,0.0014,64.04,0,30818,14
0.1139,1,1,0.0014,68.77,0,3136,8
0.0932,1,1,0.0020,36.28,0,1541,2
0.1183,1,1,0.0016,57.61,0,6115,10
0.1301,1,1,0.0016,88.02,0,23183,15
0.1330,1,1,0.0014,64.04,0,18650,14
0.0980,1,1,0.0020,84.13,0,495,4
0.1124,1,1,0.0018,44.91,0,780,1
0.1177,1,1,0.0016,75.54,0,5612,9
0.1056,1,1,0.0026,86.71,0,15955,2
0.1017,1,1,0.0014,51.18,0,1282,5
0.1271,1,1,0.0143,65.73,1,49399,3
0.1125,1,1,0.0014,75.88,0,2254,2
0.1147,1,1,0.0016,68.77,0,3184,5
0.1091,1,1,0.0016,48.13,0,4849,9
0.1115,1,1,0.0032,68.26,0,902,4
0.1356,1,1,0.0024,88.02,0,20881,15
0.1121,1,1,0.0034,55.58,0,3603,3
0.1126,1,1,0.0014,72.5,0,1613,1
0.1127,1,1,0.0014,61.33,0,646,5
0.1126,1,1,0.0018,75.71,0,1036,5
0.1126,1,1,0.0016,65.05,0,3963,2
0.1129,1,1,0.0016,69.45,0,1456,3
0.1356,1,1,0.0014,88.02,0,20736,15
0.1357,1,1,0.0016,88.02,0,23846,15
0.1134,1,1,0.0016,30.87,1,1253,8
0.1005,1,1,0.0018,67.25,0,195,4
0.1128,1,1,0.0075,64.07,0,2775,3
